Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistemadeclimatización,Tracción,Color,Últimonúmerodelaplaca,Dirección,Motor(cilindraje),Tapizado,Placa,TipodeMotor,Entradadesde,Cuotasdesde,Númerodecuotas
2011,76000,19.3,Quito,Negociable,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,
1998,196000,10.5,Otavalo,Negociable,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,
2012,148692,11.8,Quito,Negociable,USED,Nissan,Camioneta Cabina Simple,NP300,,,,,,,,,,,,,,,,,
2006,232000,7.9,Quito,Negociable,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
1998,162000,15.0,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 320,,,,,,,,,,,,,,,,,
2015,96000,24.5,Quito,Negociable,USED,Kia,Van,Carnival,,,,,,,,,,,,,,,,,
2017,80000,18.5,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2014,29500,40.0,Quito,Negociable,USED,Mercedes Benz,Sedán,CLA 180,,,,,,,,,,,,,,,,,
2016,105000,25.0,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
2006,120000,11.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
1997,280000,15.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser FJ 80,,,,,,,,,,,,,,,,,
2016,114000,20.5,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2018,97000,21.9,Cuenca,Fijo,USED,Chevrolet,Camioneta Cabina Simple,D-MAX 4X2 CS,,,,,,,,,,,,,,,,,
2015,68539,18.45,Quito,Negociable,USED,Mazda,Hatchback (5 Puertas),NEW 3,,,,,,,,,,,,,,,,,
2015,68000,32.0,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2014,139000,20.5,Otavalo,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
2018,138965,11.7,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
2014,125000,18.3,Quito,Negociable,USED,Nissan,Todoterreno,Rogue,,,,,,,,,,,,,,,,,
2018,100000,25.5,Guayaquil,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2012,165000,24.9,Guayaquil,Negociable,USED,Jeep,Todoterreno,Liberty,,,,,,,,,,,,,,,,,
2020,67000,25.0,Ibarra,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2013,165,25.117,Ibarra,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
1986,3500,12.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
2017,93799,16.7,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2015,120000,19.8,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,,,,
1989,100000,3.8,Guayaquil,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 1,,,,,,,,,,,,,,,,,
2014,140000,15.8,Cuenca,Negociable,USED,Ford,Todoterreno,Explorer 5P,#1718867,216692 Kms,Eléctricos,Automática,Gasolina,,,,,,,,,,,,
2018,42196,54.9,Quito,Negociable,USED,Ford,Station Wagon,Explorer XLT,,,,,,,,,,,,,,,,,
2016,40000,25.5,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2022,10000,23.844,Loja,Negociable,USED,Chery,Todoterreno,Tiggo 8 1.5 TM 4x2,,,,,,,,,,,,,,,,,
2010,200000,15.5,Quito,Negociable,USED,Mazda,Todoterreno,CX7,,,,,,,,,,,,,,,,,
2014,115000,14.5,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2018,79000,22.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2020,50000,59.0,Samborondón,Negociable,USED,Ram,Camioneta Doble Cabina,RAM DT 1500 BIGHORN ETORQUE,,,,,,,,,,,,,,,,,
2014,121798,57.975,Guayaquil,Negociable,USED,BMW,Todoterreno,X5 xDrive35i,,,,,,,,,,,,,,,,,
2016,82500,26.7,Quito,Negociable,USED,Kia,Van,Grand Carnival,,,,,,,,,,,,,,,,,
2015,134265,31.45,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2008,129000,12.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9,,,,,,,,,,,,,,,,,
2019,60,55.0,Guayaquil,Fijo,USED,Ford,Todoterreno,Explorer 5P,,,,,,,,,,,,,,,,,
2018,53500,16.4,Cuenca,Negociable,USED,UAZ,Camioneta Doble Cabina,Pickup,,,,,,,,,,,,,,,,,
2012,91000,15.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata,,,,,,,,,,,,,,,,,
2007,292,19.5,Cuenca,Fijo,USED,Nissan,Todoterreno,Armada,,,,,,,,,,,,,,,,,
2015,70000,17.2,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2019,95826,19.3,Quito,Negociable,USED,Honda,Todoterreno Ligero,WR-V,,,,,,,,,,,,,,,,,
2019,84120,18.5,La Libertad,Negociable,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
2022,33000,39.8,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2020,10,36.0,Quito,Fijo,USED,Ford,Coupé,Mustang,,,,,,,,,,,,,,,,,
2020,10,35.0,Quito,Fijo,USED,GMC,Todoterreno,Terrain,,,,,,,,,,,,,,,,,
2020,10,42.0,Quito,Negociable,USED,Mercedes Benz,Sedán,CLA 250,,,,,,,,,,,,,,,,,
2020,10,46.0,Quito,Fijo,USED,Toyota,Todoterreno,4 Runner,,,,,,,,,,,,,,,,,
2020,10,36.0,Quito,Fijo,USED,Chevrolet,Convertible,Camaro,,,,,,,,,,,,,,,,,
2020,10,30.0,Quito,Fijo,USED,Jeep,Todoterreno,Cherokee,,,,,,,,,,,,,,,,,
2011,167000,16.0,Cumbayá,Negociable,USED,Mitsubishi,Todoterreno,ASX,,,,,,,,,,,,,,,,,
1998,199793,8.9,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
1976,360000,13.5,Otavalo,Negociable,USED,Ford,Camioneta Cabina Simple,350,,,,,,,,,,,,,,,,,
2006,295632,9.3,Quito,Negociable,USED,Mazda,Mini van (MPV),MPV,,,,,,,,,,,,,,,,,
2021,55873,13.99,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2021,60000,24.99,Guayaquil,Negociable,USED,Kia,Todoterreno,Seltos,,,,,,,,,,,,,,,,,
2021,56000,14.39,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2021,16000,94.0,Guayaquil,Negociable,USED,Porsche,Todoterreno,Macan,,,,,,,,,,,,,,,,,
2015,140000,40.0,Santo Domingo,Negociable,USED,Dodge,Todoterreno,Durango,,,,,,,,,,,,,,,,,
2016,172368,24.5,Quito,Negociable,USED,Chevrolet,Crossover,Tracker,#1718300,84120 Kms,Eléctricos,Manual,Gasolina,,,,,,,,,,,,
2016,100000,26.3,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2021,49404,17.9,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2017,140000,25.5,Guayaquil,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2015,209000,15.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2006,106235,21.7,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,350,,,,,,,,,,,,,,,,,
2023,0,10.0,Cuenca,Fijo,NEW,Citroen,Hatchback (5 Puertas),New C3,,,,,,,,,,,,,,,,,
2023,0,10.0,Cuenca,Fijo,NEW,Citroen,Hatchback (5 Puertas),C3,,,,,,,,,,,,,,,,,
2023,0,10.0,Cuenca,Fijo,NEW,Citroen,Crossover,C3 SHINE,,,,,,,,,,,,,,,,,
2019,25000,31.4,Cuenca,Negociable,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2012,138213,23.7,Quito,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
1980,187906,7.3,Quito,Negociable,USED,Ford,Coupé,Mustang,,,,,,,,,,,,,,,,,
1997,250000,7.9,Guayaquil,Negociable,USED,Ford,Camioneta Cabina y Media,F150 4X4,,,,,,,,,,,,,,,,,
2023,0,45.99,Cuenca,Negociable,NEW,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2023,0,45.99,Cuenca,Negociable,NEW,Mitsubishi,Camioneta Doble Cabina,Sportero L200,,,,,,,,,,,,,,,,,
2023,0,45.99,Cuenca,Negociable,NEW,Mitsubishi,Camioneta Doble Cabina,Sportero L200 Triton,,,,,,,,,,,,,,,,,
2020,26000,58.0,Guayaquil,Fijo,USED,Honda,Van,Odissey,,,,,,,,,,,,,,,,,
2019,98609,21.99,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2020,50742,23.99,Guayaquil,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2020,106295,11.89,Guayaquil,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2021,36649,24.59,Guayaquil,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2018,86000,11.59,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2019,89583,20.99,Guayaquil,Negociable,USED,Mazda,Hatchback (5 Puertas),CX-3 ENTRY,,,,,,,,,,,,,,,,,
2019,53244,16.99,Guayaquil,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2018,94208,17.89,Guayaquil,Negociable,USED,Chevrolet,Todoterreno Ligero,Tracker,,,,,,,,,,,,,,,,,
2021,11518,20.59,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2021,20032,17.99,Guayaquil,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2020,56000,18.99,Guayaquil,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
2020,58600,18.99,Guayaquil,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
2019,58000,26.99,Guayaquil,Negociable,USED,Kia,Todoterreno,SPORTAGE R GTI,,,,,,,,,,,,,,,,,
2021,51000,13.99,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2012,110000,12.9,Quito,Negociable,USED,Mahindra,Camioneta Cabina Simple,Pick UP CS,,,,,,,,,,,,,,,,,
2018,31600,52.6,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2014,106000,27.5,Durán,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X2,,,,,,,,,,,,,,,,,
2016,110000,33.99,Otavalo,Negociable,USED,Toyota,Camioneta Doble Cabina,New Hilux SR,,,,,,,,,,,,,,,,,
2022,18700,31.5,Guayaquil,Negociable,USED,Chevrolet,Crossover,Captiva Premier,#1699840,50742 Kms,,,,,,,,,,,,,,,
1974,60000,21.0,Quito,Negociable,USED,Dodge,Coupé,Charger,,,,,,,,,,,,,,,,,
2016,32000,15.9,Guayaquil,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2019,39000,13.0,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
2018,89656,22.99,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2020,57816,17.99,Guayaquil,Negociable,USED,Kia,Sedán,RIO EX,,,,,,,,,,,,,,,,,
2021,19000,19.59,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2017,107113,16.99,Guayaquil,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
2019,81682,15.49,Guayaquil,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2019,85260,20.99,Guayaquil,Negociable,USED,Kia,Crossover,NIRO,,,,,,,,,,,,,,,,,
2022,17000,14.3,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2016,122000,25.8,Guayaquil,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2014,130000,27.0,Guayaquil,Negociable,USED,Ford,Todoterreno,Explorer,,,,,,,,,,,,,,,,,
2017,94400,20.5,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
2016,84000,18.7,Ambato,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Golf,,,,,,,,,,,,,,,,,
2007,196000,15.9,Otavalo,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD Diesel,,,,,,,,,,,,,,,,,
2020,86591,11.99,Guayaquil,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2019,104961,19.99,Guayaquil,Negociable,USED,Kia,Crossover,NIRO Hibrido,,,,,,,,,,,,,,,,,
2020,65087,16.99,Guayaquil,Negociable,USED,Kia,Sedán,RIO LX,,,,,,,,,,,,,,,,,
2018,5100,22.5,Cumbayá,Negociable,USED,Fiat,Convertible,500c,,,,,,,,,,,,,,,,,
2020,62381,14.99,Guayaquil,Negociable,USED,Kia,Sedán,Soluto,,,,,,,,,,,,,,,,,
2021,32000,27.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
2019,57000,26.3,Quito,Negociable,USED,Dodge,Todoterreno,Journey,,,,,,,,,,,,,,,,,
2012,158000,14.5,Cuenca,Negociable,USED,Hyundai,Sedán,Elantra,,,,,,,,,,,,,,,,,
2012,130000,28.0,Riobamba,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
2010,140000,32.5,Latacunga,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2010,200000,7.2,Guayaquil,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2015,120000,21.2,Azogues,Negociable,USED,Hyundai,Todoterreno,Tucson IX,,,,,,,,,,,,,,,,,
1992,431000,6.7,Ambato,Negociable,USED,Chevrolet,Todoterreno,Trooper 3P,,,,,,,,,,,,,,,,,
2017,108500,29.5,Cuenca,Negociable,USED,Fiat,Camioneta Doble Cabina,Fullback,,,,,,,,,,,,,,,,,
2011,199000,9.5,Guayaquil,Negociable,USED,Mazda,Sedán,2,,,,,,,,,,,,,,,,,
2013,183500,14.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2020,43380,20.89,Guayaquil,Negociable,USED,Kia,Sedán,Cerato GT,,,,,,,,,,,,,,,,,
2019,42020,17.99,Guayaquil,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ 2.4,,,,,,,,,,,,,,,,,
2020,65087,16.99,Guayaquil,Negociable,USED,Kia,Sedán,Rio LX AC,,,,,,,,,,,,,,,,,
2020,30300,31.0,Guayaquil,Fijo,USED,Kia,Sedán,RIO LX,#1682645,65087 Kms,,,,,,,,,,,,,,,
2022,22154,18.55,Quito,Negociable,USED,Shineray,Crossover,SWM G01,,,,,,,,,,,,,,,,,
2020,48563,13.9,Quito,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
2017,112000,17.4,Ibarra,Negociable,USED,Kia,Todoterreno,Sportage Active,,,,,,,,,,,,,,,,,
1994,400000,22.0,Quito,Negociable,USED,Toyota,Camioneta Cabina y Media,Hilux,,,,,,,,,,,,,,,,,
2012,157000,22.5,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX TM 3.0 4X4 DIESEL,,,,,,,,,,,,,,,,,
2009,155000,20.0,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 FX4,,,,,,,,,,,,,,,,,
2018,60000,29.8,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2021,27000,31.0,Quito,Fijo,USED,Jetour,Coupé,X70 COUPE,,,,,,,,,,,,,,,,,
2013,91500,14.6,Quito,Fijo,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2020,31256,17.8,Quito,Negociable,USED,Mazda,Sedán,2,,,,,,,,,,,,,,,,,
2012,166000,12.5,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport,,,,,,,,,,,,,,,,,
2018,38000,37.0,Quito,Negociable,USED,Audi,Sedán,A4 1.4T,,,,,,,,,,,,,,,,,
2018,56000,64.9,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT Lariat,,,,,,,,,,,,,,,,,
2014,200000,50.0,Cuenca,Fijo,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,
2001,212000,30.0,Quito,Negociable,USED,Toyota,Camioneta Cabina y Media,Tundra,,,,,,,,,,,,,,,,,
2016,41599,24.9,Quito,Negociable,USED,Honda,Todoterreno,HRV,,,,,,,,,,,,,,,,,
2021,35000,21.24,Guayaquil,Negociable,USED,Kia,Sedán,Cerato,,,,,,,,,,,,,,,,,
2011,130000,22.8,Ambato,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2010,202000,22.0,Sangolqui,Negociable,USED,Toyota,Camioneta Cabina Simple,Hilux,,,,,,,,,,,,,,,,,
2018,77000,21.9,Sangolqui,Negociable,USED,Haval,Todoterreno,All New H6 Intelligent,,,,,,,,,,,,,,,,,
2020,55000,38.2,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
1968,55000,11.0,Quito,Negociable,USED,Ford,Camioneta Cabina Simple,F100,,,,,,,,,,,,,,,,,
2012,202000,15.7,Milagro,Negociable,USED,Ford,Camioneta Cabina Simple,F150 SC 4X2,,,,,,,,,,,,,,,,,
2012,172000,12.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
1980,230000,6.9,Quito,Negociable,USED,Ford,Todoterreno,Fuerte,,,,,,,,,,,,,,,,,
2022,35900,36.9,Cuenca,Negociable,USED,Mitsubishi,Camioneta Doble Cabina,L200,,,,,,,,,,,,,,,,,
2018,71300,28.5,Cuenca,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok,,,,,,,,,,,,,,,,,
2022,6500,28.0,Samborondón,Negociable,USED,Haval,Todoterreno,All New H6 Intelligent,,,,,,,,,,,,,,,,,
2020,33150,27.9,Quito,Negociable,USED,Nissan,Todoterreno,QASHQAI ADVANCE,,,,,,,,,,,,,,,,,
2008,189000,10.45,Latacunga,Negociable,USED,Citroen,Hatchback (3 Puertas),C2,,,,,,,,,,,,,,,,,
2013,133000,14.3,Quito,Negociable,USED,Jeep,Todoterreno,Compass,,,,,,,,,,,,,,,,,
2016,77000,16.3,Quito,Negociable,USED,Suzuki,Todoterreno,GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2017,10000,59.977,Quito,Negociable,USED,Ford,Coupé,Mustang,,,,,,,,,,,,,,,,,
2023,7360,15.4,Quito,Fijo,USED,Hyundai,Hatchback (5 Puertas),GRAN I10,,,,,,,,,,,,,,,,,
2019,50000,16.5,Loja,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,#1721720,130000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 4,Plata,2.0,Hidráulica,27000.0,Otro,Chimborazo,,,,
2013,121000,12.0,Manta,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2019,60000,55.2,Quito,Fijo,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
2019,43000,9.8,Cuenca,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2020,11889,21.49,Quito,Negociable,USED,Changan,Todoterreno,CS 55,,,,,,,,,,,,,,,,,
2019,130000,31.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2011,261772,13.5,Guayaquil,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2016,130000,25.3,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2012,84000,13.9,Quito,Negociable,USED,Chevrolet,Sedán,Cruze,,,,,,,,,,,,,,,,,
2015,175000,19.9,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2016,88000,21.99,Ambato,Negociable,USED,Subaru,Todoterreno,Forester,,,,,,,,,,,,,,,,,
2008,162500,26.0,Cuenca,Negociable,USED,Mercedes Benz,Sedán,C300,,,,,,,,,,,,,,,,,
2020,62159,18.7,Quito,Negociable,USED,Kia,Todoterreno,Soul,,,,,,,,,,,,,,,,,
2016,90000,15.5,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x2 Gas CD Pick Up,,,,,,,,,,,,,,,,,
2019,1,30.0,Quito,Negociable,USED,Ssangyong,Camioneta Doble Cabina,Musso,,,,,,,,,,,,,,,,,
2019,71000,12.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2018,85000,23.9,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2017,98,16.9,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2017,107500,21.0,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2019,55000,13.9,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2020,50000,29.8,Cuenca,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux CD 4x2,,,,,,,,,,,,,,,,,
2019,21000,39.4,Quito,Negociable,USED,Mazda,Camioneta Doble Cabina,New BT-50,,,,,,,,,,,,,,,,,
2021,31132,19.5,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2019,54686,12.3,Quito,Negociable,USED,Shineray,Van Pasajeros,X30L,,,,,,,,,,,,,,,,,
1965,50000,30.0,Quito,Negociable,USED,Mercedes Benz,Sedán,230,,,,,,,,,,,,,,,,,
2022,32000,19.8,Cuenca,Negociable,USED,DFSK,Todoterreno,GLORY 580,,,,,,,,,,,,,,,,,
2013,104000,13.4,Cuenca,Negociable,USED,Great Wall,Todoterreno,Haval H5,,,,,,,,,,,,,,,,,
2012,110000,13.5,Quito,Negociable,USED,Chevrolet,Todoterreno Ligero,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2018,108563,15.45,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2020,53000,26.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
2017,115000,25.5,Cuenca,Negociable,USED,Kia,Todoterreno,Sportage GT,,,,,,,,,,,,,,,,,
2004,640000,20.0,Quito,Negociable,USED,Mercedes Benz,Microbus,Sprinter 313,,,,,,,,,,,,,,,,,
2021,50000,18.5,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2022,10963,20.0,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2019,56600,12.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2021,17000,70.0,Quito,Negociable,USED,Kia,Todoterreno,Sportage R,#1714273,107500 Kms,Eléctricos,Manual,Gasolina,,,,,,,,,,,,
2014,72000,24.0,Samborondón,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2012,236000,9.5,Quito,Negociable,USED,Fiat,Camioneta Cabina Simple,Strada,,,,,,,,,,,,,,,,,
2021,28491,21.95,Quito,Negociable,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2012,186532,10.95,Quito,Negociable,USED,Great Wall,Todoterreno,H5,,,,,,,,,,,,,,,,,
2016,109000,33.0,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2019,35000,12.5,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2013,80000,59.9,Ibarra,Negociable,USED,Chevrolet,Coupé,Camaro RS,,,,,,,,,,,,,,,,,
2022,43,14.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),picanto pro,,,,,,,,,,,,,,,,,
2022,24518,23.5,Quito,Negociable,USED,Renault,Todoterreno Ligero,captur,,,,,,,,,,,,,,,,,
2017,67000,10.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Sail,,,,,,,,,,,,,,,,,
2020,1950,83.5,Quito,Negociable,USED,Mercedes Benz,Coupé,GLC 200,,,,,,,,,,,,,,,,,
2020,43000,12.3,Otavalo,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2022,14563,20.0,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2015,138563,9.95,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
2022,27500,32.5,Quito,Negociable,USED,Jetour,Todoterreno,X70 COUPE,,,,,,,,,,,,,,,,,
2016,148000,29.5,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX 4X4 CS,,,,,,,,,,,,,,,,,
2021,18000,99.999,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2019,70000,26.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail,,,,,,,,,,,,,,,,,
2016,107000,13.2,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion Advance,,,,,,,,,,,,,,,,,
2017,92000,26.8,Cuenca,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
2018,85000,12.8,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
